GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_007995015.1|WP_147014089.1 [Luteibaculum oceani]
GCF_007995015.1|WP_147014347.1 [Luteibaculum oceani]
GCF_008244685.1|WP_149103360.1 [Luteimonas viscosa]
GCF_009828935.2|WP_343125125.1 protein [Luteimonas]
GCF_011742555.1|WP_167129641.1 [Luteibacter jiangsuensis]
GCF_014191715.1|WP_183411560.1 [Litorivivens lipolytica]
GCF_014198875.1|WP_170035220.1 [Longimicrobium terrae]
GCF_014198875.1|WP_170038799.1 [Longimicrobium terrae]
GCF_014837235.1|WP_191820244.1 [Limnohabitans radicicola]
GCF_015207425.1|WP_228055642.1 [Lusitaniella coriacea]
GCF_016774335.1|WP_202841656.1 [Luteimonas saliphila]
GCF_016827595.1|WP_203293847.1 [Luteirhabdus pelagi]
GCF_017811155.1|WP_209332909.1 [Lunatimonas salinarum]
GCF_020511115.1|WP_226468729.1 [Luteimonas panaciterrae]
GCF_020511115.1|WP_226469160.1 [Luteimonas panaciterrae]
GCF_021233355.1|WP_232134796.1 [Luteimonas fraxinea]
GCF_022662575.1|WP_242107742.1 [Luteimonas aquatica]
GCF_023078455.1|WP_247367437.1 [Luteibacter aegosomatis]
GCF_023374055.1|WP_249471319.1 [Luteimonas galliterrae]
GCF_023374055.1|WP_249471402.1 [Luteimonas galliterrae]
GCF_023699965.1|WP_166949988.1 [Luteibacter anthropi]
GCF_000478195.2|WP_040483990.1 [Lyngbya aestuarii]
GCF_000496075.1|WP_023431463.1 [Lutibaculum baratangense]
GCF_000768345.1|WP_332248765.1 protein [Lysobacter]
GCF_001442805.1|WP_057943064.1 [Lysobacter gummosus]
GCF_001442805.1|WP_057944303.1 gummosus]
GCF_001543325.1|WP_068205899.1 [Lutibacter profundi]
GCF_001543325.1|WP_068206407.1 [Lutibacter profundi]
GCF_001650635.1|WP_068498425.1 [Magnetospirillum moscoviense]
GCF_001650635.1|WP_245644288.1 [Magnetospirillum moscoviense]
GCF_002211225.1|WP_088702302.1 [Mameliella alba]
GCF_002355295.1|WP_096414627.1 [Lysobacter capsici]
GCF_002355975.1|WP_096378002.1 [Lysobacter enzymogenes]
GCF_002355975.1|WP_343125060.1 [Lysobacter enzymogenes]
GCF_003046625.1|WP_107823982.1 [Mangrovibacterium marinum]
GCF_003148665.1|WP_223308369.1 [Maribacter polysiphoniae]
GCF_003260195.1|WP_111706535.1 [Lutibacter citreus]
GCF_003260195.1|WP_111709657.1 [Lutibacter citreus]
GCF_003382365.1|WP_115857826.1 [Lysobacter silvisoli]
GCF_003426875.1|WP_115879740.1 [Lutibacter oceani]
GCF_003426875.1|WP_115879742.1 [Lutibacter oceani]
GCF_003576475.1|WP_119436620.1 [Maribellus luteus]
GCF_003576475.1|WP_119438134.1 [Maribellus luteus]
GCF_003576475.1|WP_206610023.1 [Maribellus luteus]
GCF_003610535.1|WP_120273243.1 [Mangrovibacterium diazotrophicum]
GCF_003634105.1|WP_121064508.1 [Maribacter vaceletii]
GCF_003933245.1|WP_125221912.1 [Maribacter algicola]
GCF_003944795.1|WP_125466487.1 [Mangrovimonas spongiae]
GCF_003944795.1|WP_125467439.1 [Mangrovimonas spongiae]
GCF_004364165.1|WP_133686110.1 [Maribacter spongiicola]
GCF_004364175.1|WP_133671221.1 [Maribacter caenipelagi]
GCF_005885635.1|WP_138658930.1 [Maribacter algarum]
GCF_006546775.1|WP_342777165.1 partial [Lysobacter
GCF_006547045.1|WP_141623843.1 [Lysobacter alkalisoli]
GCF_006547045.1|WP_141624324.1 [Lysobacter alkalisoli]
GCF_007556775.1|WP_143878307.1 [Lysobacter lycopersici]
GCF_007556775.1|WP_143878997.1 [Lysobacter lycopersici]
GCF_007556775.1|WP_143879972.1 [Lysobacter lycopersici]
GCF_008386635.1|WP_154917401.1 protein [Maribacter]
GCF_008386635.1|WP_154917545.1 [Maribacter flavus]
GCF_008386635.1|WP_317131725.1 [Maribacter flavus]
GCF_009755585.1|WP_157029376.1 [Lysobacter soli]
GCF_009755585.1|WP_232338556.1 [Lysobacter soli]
GCF_009762775.1|WP_158869694.1 [Maribellus comscasis]
GCF_009762775.1|WP_158869708.1 [Maribellus comscasis]
GCF_009765165.1|WP_158985909.1 [Lysobacter panacisoli]
GCF_011022235.1|WP_163682056.1 [Magnetospirillum aberrantis]
GCF_014145325.1|WP_343064776.1 [Lysobacter spongiae]
GCF_014596745.1|WP_188242487.1 [Maribacter aquimaris]
GCF_014610845.1|WP_188314504.1 [Maribacter arenosus]
GCF_014610845.1|WP_317172895.1 [Maribacter arenosus]
GCF_014636995.1|WP_036120101.1 [Mangrovimonas yunxiaonensis]
GCF_014636995.1|WP_036122513.1 [Mangrovimonas yunxiaonensis]
GCF_014636995.1|WP_036122838.1 [Mangrovimonas yunxiaonensis]
GCF_014636995.1|WP_036123310.1 partial [Mangrovimonas
GCF_014636995.1|WP_188358255.1 [Mangrovimonas yunxiaonensis]
GCF_014646675.1|WP_134246593.1 protein [Flavobacteriaceae]
GCF_014646675.1|WP_134247042.1 protein [Flavobacteriaceae]
GCF_014646675.1|WP_134247595.1 protein [Flavobacteriaceae]
GCF_014646675.1|WP_134247618.1 protein [Flavobacteriaceae]
GCF_014646675.1|WP_308423331.1 [Lutibacter litoralis]
GCF_014903745.1|WP_193185650.1 [Mangrovicoccus algicola]
GCF_016613475.2|WP_200607946.1 [Lysobacter arenosi]
GCF_016613535.2|WP_200610333.1 [Lysobacter solisilvae]
GCF_019218285.1|WP_343222756.1 [Mameliella sediminis]
GCF_020026895.1|WP_223675172.1 [Lysobacter selenitireducens]
GCF_021245805.1|WP_232635014.1 [Mangrovimonas futianensis]
GCF_024363565.1|WP_255226614.1 [Lutispora saccharofermentans]
GCF_026241165.1|WP_266054960.1 [Mangrovivirga halotolerans]
GCF_026241165.1|WP_266054961.1 [Mangrovivirga halotolerans]
GCF_026241165.1|WP_266058589.1 [Mangrovivirga halotolerans]
GCF_027924565.1|WP_343226712.1 [Lysobacter auxotrophicus]
GCF_900106565.1|WP_090121318.1 [Lutibacter oricola]
GCF_900108475.1|WP_074770710.1 [Magnetospirillum fulvum]
GCF_900112245.1|WP_091901957.1 [Maribacter stanieri]
GCF_900112245.1|WP_317041478.1 [Maribacter stanieri]
GCF_900116115.1|WP_090230102.1 [Lutibacter maritimus]
GCF_900188355.1|WP_089377201.1 [Lutibacter flavus]
GCF_000330725.2|WP_008625630.1 [Mariniradius saccharolyticus]
GCF_000330725.2|WP_008628202.1 [Mariniradius saccharolyticus]
GCF_000686905.1|WP_027850459.1 [Marinospirillum insulare]
GCF_001310955.1|WP_054719070.1 [Marinifilum fragile]
GCF_002000055.1|WP_077410016.1 [Marinicella sediminis]
GCF_002943565.1|WP_104828341.1 [Marinicaulis flavus]
GCF_002943565.1|WP_104830948.1 [Marinicaulis flavus]
GCF_002943565.1|WP_243396338.1 [Marinicaulis flavus]
GCF_003122085.1|WP_109251831.1 [Marinicauda salina]
GCF_003122085.1|WP_109252031.1 [Marinicauda salina]
GCF_003122085.1|WP_109252061.1 [Marinicauda salina]
GCF_003386095.1|WP_317127702.1 [Marinoscillum furvescens]
GCF_003433515.1|WP_117395757.1 [Maritalea myrionectae]
GCF_003433515.1|WP_117396213.1 [Maritalea myrionectae]
GCF_003573545.1|WP_119351790.1 [Mariniphaga sediminis]
GCF_003610555.1|WP_120239354.1 [Marinifilum flexuosum]
GCF_003634045.1|WP_121209599.1 [Maricaulis maris]
GCF_003634045.1|WP_121210539.1 [Maricaulis maris]
GCF_003634045.1|WP_170150482.1 [Maricaulis maris]
GCF_004341235.1|WP_132215545.1 [Mariniflexile fucanivorans]
GCF_004341235.1|WP_132218250.1 [Mariniflexile fucanivorans]
GCF_004341235.1|WP_132218395.1 [Mariniflexile fucanivorans]
GCF_004341235.1|WP_132218704.1 [Mariniflexile fucanivorans]
GCF_004363175.1|WP_133571136.1 [Maritalea mobilis]
GCF_004363175.1|WP_133571384.1 [Maritalea mobilis]
GCF_004363175.1|WP_133572579.1 [Maritalea mobilis]
GCF_004363335.1|WP_133566478.1 [Marinicella litoralis]
GCF_004363335.1|WP_133566479.1 [Marinicella litoralis]
GCF_005871165.1|WP_138511188.1 [Maricaulis alexandrii]
GCF_005871165.1|WP_138512283.1 [Maricaulis alexandrii]
GCF_005871165.1|WP_138513338.1 [Maricaulis alexandrii]
GCF_005871165.1|WP_138513362.1 [Maricaulis alexandrii]
GCF_009671245.1|WP_179952047.1 [Marinicella rhabdoformis]
GCF_009746565.1|WP_157207372.1 [Mariniflexile maritimum]
GCF_009806145.1|WP_135944341.1 [Marinicauda pacifica]
GCF_009806145.1|WP_135944896.1 [Marinicauda pacifica]
GCF_011799835.1|WP_167611476.1 [Maribellus sediminis]
GCF_011799835.1|WP_167619008.1 [Maribellus sediminis]
GCF_011799835.1|WP_206082171.1 [Maribellus sediminis]
GCF_011799835.1|WP_240928429.1 [Maribellus sediminis]
GCF_012926615.1|WP_169685101.1 [Marinigracilibium pacificum]
GCF_016817355.1|WP_203294122.1 [Maricaulis parjimensis]
GCF_016817355.1|WP_203294190.1 [Maricaulis parjimensis]
GCF_017814435.1|WP_209652618.1 [Mariniflexile gromovii]
GCF_017814435.1|WP_209653851.1 [Mariniflexile gromovii]
GCF_017814435.1|WP_209655441.1 [Mariniflexile gromovii]
GCF_017814435.1|WP_209657001.1 [Mariniflexile gromovii]
GCF_021491425.1|WP_234860412.1 [Mariniradius sediminis]
GCF_021568695.1|WP_236114411.1 [Maritalea mediterranea]
GCF_021611515.1|WP_303617947.1 [Mariluticola halotolerans]
GCF_022267315.1|WP_238765497.1 [Maribellus maritimus]
GCF_024714495.1|WP_258097541.1 [Marinoscillum pacificum]
GCF_024714495.1|WP_258098083.1 [Marinoscillum pacificum]
GCF_024714495.1|WP_258098677.1 [Marinoscillum pacificum]
GCF_024714495.1|WP_258101288.1 [Marinoscillum pacificum]
GCF_024714495.1|WP_258102068.1 [Marinoscillum pacificum]
GCF_027922185.1|WP_271185799.1 [Maricaulis virginensis]
GCF_027922185.1|WP_271185875.1 [Maricaulis virginensis]
GCF_030159895.1|WP_284364552.1 [Maritalea porphyrae]
GCF_030159895.1|WP_284365973.1 [Maritalea porphyrae]
GCF_900103475.1|WP_091771148.1 [Maricaulis salignorans]
GCF_900109145.1|WP_074838048.1 [Marinovum algicola]
GCF_900129565.1|WP_073320092.1 [Marisediminitalea aggregata]
GCF_000279145.1|WP_014855208.1 [Melioribacter roseus]
GCF_000279145.1|WP_014857347.1 [Melioribacter roseus]
GCF_000350085.1|WP_008874873.1 [Mesorhizobium metallidurans]
GCF_000350085.1|WP_040592281.1 [Mesorhizobium metallidurans]
GCF_000427785.1|WP_229413120.1 [Massilia alkalitolerans]
GCF_001456025.1|WP_027846121.1 [Mastigocoleus testarum]
GCF_001686985.1|WP_006206183.1 [Mesorhizobium amorphae]
GCF_001866515.1|WP_071363462.1 [Massilia timonae]
GCF_002043005.1|WP_018066384.1 protein [Martelella]
GCF_002752675.1|WP_099875564.1 [Massilia violaceinigra]
GCF_002760665.1|WP_229443619.1 [Massilia psychrophila]
GCF_003011895.2|WP_106756167.1 [Massilia glaciei]
GCF_003012745.1|WP_106773026.1 [Mesorhizobium ephedrae]
GCF_003012745.1|WP_106773588.1 [Mesorhizobium ephedrae]
GCF_003095375.1|WP_116693043.1 [Marixanthomonas spongiae]
GCF_003095375.1|WP_116693045.1 [Marixanthomonas spongiae]
GCF_003095375.1|WP_116693478.1 [Marixanthomonas spongiae]
GCF_003095375.1|WP_317045967.1 [Marixanthomonas spongiae]
GCF_003143515.1|WP_109344289.1 [Massilia oculi]
GCF_003253545.1|WP_111540072.1 [Mesonia algae]
GCF_003253745.1|WP_111545351.1 [Mesorhizobium kowhaii]
GCF_003289945.1|WP_112097994.1 [Mesorhizobium hawassense]
GCF_003289945.1|WP_112098110.1 [Mesorhizobium hawassense]
GCF_003289945.1|WP_112098139.1 [Mesorhizobium hawassense]
GCF_003413745.1|WP_117159685.1 [Marixanthomonas ophiurae]
GCF_003667275.1|WP_121665521.1 [Mesonia aquimarina]
GCF_003667275.1|WP_121667566.1 [Mesonia aquimarina]
GCF_003953935.1|WP_126075376.1 [Massilia atriviolacea]
GCF_004366715.1|WP_243832927.1 [Meridianimaribacter flavus]
GCF_005924265.1|WP_138748619.1 [Martelella lutilitoris]
GCF_006120725.1|WP_138931838.1 [Mesohalobacter halotolerans]
GCF_006516955.1|WP_141149682.1 [Martelella alba]
GCF_008014745.1|WP_147934668.1 [Massilia arenae]
GCF_011045125.1|WP_165027938.1 [Mesorhizobium camelthorni]
GCF_011682045.1|WP_229422016.1 [Massilia aquatica]
GCF_011682065.1|WP_229476666.1 protein [Massilia]
GCF_011682145.1|WP_166881788.1 [Massilia mucilaginosa]
GCF_011682175.1|WP_370662699.1 [Massilia frigida]
GCF_012849555.1|WP_170202841.1 [Massilia forsythiae]
GCF_012913625.1|WP_032931084.1 protein [Mesorhizobium]
GCF_012927275.1|WP_169464889.1 [Massilia polaris]
GCF_013344475.1|WP_174801830.1 [Martelella limonii]
GCF_013344475.1|WP_174804008.1 [Martelella limonii]
GCF_014196625.1|WP_183484106.1 [Martelella radicis]
GCF_014651475.1|WP_027884046.1 [Mesonia mobilis]
GCF_014651475.1|WP_027885629.1 [Mesonia mobilis]
GCF_014651475.1|WP_036243255.1 [Mesonia mobilis]
GCF_014764305.1|WP_106687142.1 protein [Mesoflavibacter]
GCF_014764305.1|WP_106688612.1 protein [Mesoflavibacter]
GCF_014764305.1|WP_191072966.1 [Mesoflavibacter profundi]
GCF_015689335.1|WP_206089792.1 [Massilia antarctica]
GCF_016734805.1|WP_201918538.1 [Marivirga atlantica]
GCF_016734805.1|WP_201919625.1 [Marivirga atlantica]
GCF_019218265.1|WP_218393396.1 [Maritimibacter dapengensis]
GCF_021044825.1|WP_231060525.1 [Massilia phyllostachyos]
GCF_024753145.1|WP_258811274.1 [Massilia terrae]
GCF_024753215.1|WP_258854833.1 [Massilia solisilvae]
GCF_024753245.1|WP_258847326.1 [Massilia norwichensis]
GCF_024753245.1|WP_258848274.1 [Massilia norwichensis]
GCF_024756255.1|WP_258821136.1 [Massilia agilis]
GCF_030160235.1|WP_284277083.1 [Mesorhizobium huakuii]
GCF_030188845.1|WP_285378163.1 [Massilia varians]
GCF_900112225.1|WP_091873847.1 [Massilia yuzhufengensis]
GCF_900114255.1|WP_149758502.1 [Mesorhizobium albiziae]
GCF_900141885.1|WP_073149570.1 [Mesonia phycicola]
GCF_900149755.1|WP_123148570.1 [Mesorhizobium delmotii]
GCF_900149755.1|WP_123152079.1 [Mesorhizobium delmotii]
GCF_900177665.1|WP_245830816.1 [Marivirga sericea]
GCF_900199455.1|WP_095205053.1 [Mesorhizobium carmichaelinearum]
GCF_902499555.1|WP_228482254.1 protein [Mesonia]
GCF_935825525.1|WP_367185928.1 [Mesorhizobium escarrei]
GCF_000019945.1|WP_012456777.1 [Methylorubrum populi]
GCF_000156355.1|WP_008290718.1 [Methylophaga thiooxydans]
GCF_000260965.1|WP_014703392.1 [Methylophaga frappieri]
GCF_000260985.4|WP_014706255.1 [Methylophaga nitratireducenticrescens]
GCF_000349205.1|WP_009725116.1 [Methylophaga lonarensis]
GCF_000349205.1|WP_009726361.1 [Methylophaga lonarensis]
GCF_000349205.1|WP_009726794.1 [Methylophaga lonarensis]
GCF_000349205.1|WP_009727557.1 [Methylophaga lonarensis]
GCF_000372845.1|WP_245257079.1 [Methylocystis rosea]
GCF_000372845.1|WP_342446753.1 [Methylocystis rosea]
GCF_000385335.1|WP_020174474.1 [Methyloferula stellata]
GCF_000385335.1|WP_026595765.1 [Methyloferula stellata]
GCF_000427385.1|WP_084161905.1 [Methylocaldum szegediense]
GCF_000496735.2|WP_023496371.1 [Methyloglobulus morosus]
GCF_000527095.1|WP_029646469.1 [Methylomicrobium lacus]
GCF_000733855.1|WP_005369325.1 [Methylomicrobium agile]
GCF_000733855.1|WP_005373830.1 protein [Methylomicrobium]
GCF_000733935.1|WP_031435055.1 [Methylomarinum vadi]
GCF_000828475.1|WP_045369856.1 [Methyloceanibacter caenitepidi]
GCF_000963695.1|WP_045780125.1 [Methylocucumis oryzae]
GCF_001653715.1|WP_048433014.1 [Methylobacterium platani]
GCF_001708935.1|WP_069094647.1 [Methyloligella halotolerans]
GCF_001720135.1|WP_083255523.1 [Methylobrevis pamukkalensis]
GCF_001720165.1|WP_069295761.1 protein [Methylophaga]
GCF_001723285.1|WP_069437849.1 [Methyloceanibacter methanicus]
GCF_001723295.1|WP_069624017.1 [Methyloceanibacter marginalis]
GCF_001723295.1|WP_069624340.1 [Methyloceanibacter marginalis]
GCF_001723295.1|WP_069624377.1 [Methyloceanibacter marginalis]
GCF_001723355.1|WP_069445130.1 [Methyloceanibacter stevinii]
GCF_002077135.1|WP_081128573.1 [Metallibacterium scheffleri]
GCF_002284535.1|WP_095517581.1 [Mesorhizobium wenxiniae]
GCF_002284535.1|WP_095519961.1 [Mesorhizobium wenxiniae]
GCF_002529485.1|WP_097576907.1 [Mesorhizobium sanjuanii]
GCF_003012705.1|WP_106726064.1 [Mesorhizobium soli]
GCF_004004555.2|WP_127733516.1 [Methylobacterium oryzihabitans]
GCF_004919685.1|WP_136621609.1 protein [Mesorhizobium]
GCF_007992175.1|WP_147076319.1 [Methylobacterium haplocladii]
GCF_007992175.1|WP_147076446.1 [Methylobacterium haplocladii]
GCF_008632455.1|WP_150046053.1 [Methylomonas rhizoryzae]
GCF_009685195.1|WP_016919244.1 [Methylocystis parvus]
GCF_009685195.1|WP_016921020.1 [Methylocystis parvus]
GCF_009685195.1|WP_026016114.1 [Methylocystis parvus]
GCF_009749525.1|WP_157020183.1 [Mesorhizobium xinjiangense]
GCF_009828925.2|WP_159659542.1 [Methylicorpusculum oleiharenae]
GCF_011045115.1|WP_165121631.1 [Mesorhizobium zhangyense]
GCF_013240295.1|WP_173187952.1 [Mesorhizobium sediminum]
GCF_013240295.1|WP_173189964.1 [Mesorhizobium sediminum]
GCF_013350005.1|WP_175093452.1 [Methylocystis silviterrae]
GCF_014199935.1|WP_183565988.1 [Methylorubrum rhodinum]
GCF_014199935.1|WP_183567353.1 [Methylorubrum rhodinum]
GCF_014199985.1|WP_153875798.1 protein [Methylorubrum]
GCF_015904235.1|WP_197309716.1 [Methylobrevis albus]
GCF_016613385.1|WP_091884516.1 protein [Methylobacterium]
GCF_017347565.1|WP_342345229.1 [Methylobacterium indicum]
GCF_019669905.1|WP_054759215.1 [Methylomonas koyamae]
GCF_022179085.1|WP_238201200.1 [Methylobacterium aerolatum]
GCF_022179125.1|WP_147752990.1 protein [Methylobacterium]
GCF_022179125.1|WP_147754047.1 protein [Methylobacterium]
GCF_022179285.1|WP_066922307.1 protein [Methylobacterium]
GCF_022179305.1|WP_238243115.1 [Methylobacterium iners]
GCF_022179445.1|WP_147855890.1 protein [Methylobacterium]
GCF_022179445.1|WP_147897324.1 protein [Methylobacterium]
GCF_022179525.1|WP_238252006.1 [Methylobacterium persicinum]
GCF_022179585.1|WP_238199386.1 [Methylobacterium tardum]
GCF_022179645.1|WP_147814625.1 protein [Methylobacterium]
GCF_022179725.1|WP_238226185.1 [Methylorubrum aminovorans]
GCF_022179745.1|WP_238253991.1 [Methylorubrum podarium]
GCF_022179765.1|WP_137827661.1 [Methylorubrum suomiense]
GCF_022179785.1|WP_182554151.1 [Methylorubrum thiocyanatum]
GCF_024808875.1|WP_259054132.1 [Methylohalomonas lacus]
GCF_027922205.1|WP_204949005.1 [Methylopila capsulata]
GCF_027922205.1|WP_204949653.1 [Methylopila capsulata]
GCF_027922325.1|WP_271200598.1 [Methylopila turkensis]
GCF_027922325.1|WP_271202129.1 [Methylopila turkensis]
GCF_027925385.1|WP_281931530.1 [Methylocystis iwaonis]
GCF_027925385.1|WP_281931741.1 [Methylocystis iwaonis]
GCF_028826155.1|WP_274626849.1 [Mesorhizobium shangrilense]
GCF_900103325.1|WP_091585595.1 protein [Mesorhizobium]
GCF_900103445.1|WP_091719923.1 [Methylobacterium phyllostachyos]
GCF_900113845.1|WP_091864002.1 [Methylobacterium brachiatum]
GCF_900114535.1|WP_092037138.1 [Methylobacterium pseudosasicola]
GCF_900114535.1|WP_092037301.1 [Methylobacterium pseudosasicola]
GCF_900157305.1|WP_169698500.1 [Mesotoga infera]
GCF_935822925.1|WP_254023308.1 [Mesorhizobium ventifaucium]
GCF_000093025.1|WP_013147100.1 [Methylotenera versatilis]
GCF_000093025.1|WP_013148820.1 [Methylotenera versatilis]
GCF_000093025.1|WP_013149237.1 [Methylotenera versatilis]
GCF_000178815.2|WP_024749336.1 protein [Methylosinus]
GCF_000226315.1|WP_014102633.1 [Micavibrio aeruginosavorus]
GCF_000226315.1|WP_014102951.1 [Micavibrio aeruginosavorus]
GCF_000226315.1|WP_041793784.1 [Micavibrio aeruginosavorus]
GCF_000226315.1|WP_041794312.1 [Micavibrio aeruginosavorus]
GCF_001641755.2|WP_231745194.1 protein [Microbulbifer]
GCF_003113265.1|WP_108917598.1 [Methylosinus sporium]
GCF_003387575.1|WP_116242179.1 [Microbacterium bovistercoris]
GCF_003651225.1|WP_121056712.1 [Microbacterium telephonicum]
GCF_004135935.1|WP_115835584.1 [Methylovirgula ligni]
GCF_004135935.1|WP_181902983.1 [Methylovirgula ligni]
GCF_005771435.1|WP_138235882.1 protein [Microbulbifer]
GCF_014137855.1|WP_182560230.1 [Friedmanniella endophytica]
GCF_014137855.1|WP_182561650.1 [Friedmanniella endophytica]
GCF_014193425.1|WP_183342286.1 [Microlunatus antarcticus]
GCF_014904815.1|WP_193194122.1 [Microbulbifer taiwanensis]
GCF_021729075.1|WP_237066155.1 [Microbulbifer guangxiensis]
GCF_026183675.1|WP_265720622.1 [Microbulbifer halophilus]
GCF_027922045.1|WP_272695281.1 protein [Bacteria]
GCF_028751685.1|WP_282216916.1 [Microbacterium luteolum]
GCF_900100355.1|WP_091507630.1 [Microbulbifer yueqingensis]
GCF_900110855.1|WP_091187246.1 [Microlunatus flavus]
GCF_000169175.1|WP_002698103.1 [Microscilla marina]
GCF_000169175.1|WP_002701221.1 [Microscilla marina]
GCF_000169175.1|WP_004155775.1 [Microscilla marina]
GCF_000262405.1|WP_009493306.1 [Microvirga lotononidis]
GCF_000262405.1|WP_009764703.1 [Microvirga lotononidis]
GCF_000262405.1|WP_245273078.1 [Microvirga lotononidis]
GCF_001006805.1|WP_046862311.1 [Microvirga massiliensis]
GCF_001017175.1|WP_047189977.1 [Microvirga vignae]
GCF_001927285.1|WP_075215879.1 [Mongoliimonas terrestris]
GCF_001927285.1|WP_075217264.1 [Mongoliimonas terrestris]
GCF_002741015.1|WP_099508790.1 [Microvirga ossetica]
GCF_002741015.1|WP_099510789.1 [Microvirga ossetica]
GCF_002741015.1|WP_173909497.1 [Microvirga ossetica]
GCF_002798435.1|WP_109794015.1 [Minwuia thermotolerans]
GCF_002936985.1|WP_202972911.1 [Microterricola pindariensis]
GCF_003003005.1|WP_106132468.1 [Mongoliibacter ruber]
GCF_003290125.1|WP_112662885.1 [Microvirga flavescens]
GCF_003332305.1|WP_114188086.1 [Microvirga aerophila]
GCF_003347665.1|WP_114944930.1 [Microvirga calopogonii]
GCF_003350535.1|WP_114768045.1 [Microvirga subterranea]
GCF_008757455.1|WP_150941874.1 [Microvirga brassicacearum]
GCF_008757455.1|WP_150949987.1 [Microvirga brassicacearum]
GCF_009296175.1|WP_152718386.1 [Microvirga tunisiensis]
GCF_009296175.1|WP_162003151.1 [Microvirga tunisiensis]
GCF_009299835.1|WP_152364737.1 [Microlunatus speluncae]
GCF_009363855.1|WP_152584753.1 [Microvirga thermotolerans]
GCF_009910725.1|WP_161722942.1 [Microvirga arsenatis]
GCF_014191055.1|WP_183448985.1 [Microvirga lupini]
GCF_014191055.1|WP_343058787.1 [Microvirga lupini]
GCF_015694425.1|WP_196262450.1 [Microvirga terrestris]
GCF_015694465.1|WP_196271465.1 [Microvirga alba]
GCF_016427565.1|WP_246742613.1 [Microvirga splendida]
GCF_016734765.1|WP_201862290.1 [Microvirga soli]
GCF_016735695.1|WP_201837241.1 [Microvirga zambiensis]
GCF_016735695.1|WP_246529526.1 [Microvirga zambiensis]
GCF_016892705.1|WP_204217050.1 [Microvirga pudoricolor]
GCF_016892705.1|WP_204217537.1 [Microvirga pudoricolor]
GCF_016892765.1|WP_204238164.1 [Microvirga arvi]
GCF_020089865.1|WP_224312426.1 [Microvirga puerhi]
GCF_020089865.1|WP_224314307.1 [Microvirga puerhi]
GCF_020089865.1|WP_255616711.1 [Microvirga puerhi]
GCF_020532555.1|WP_226736849.1 [Microvirga lenta]
GCF_020532555.1|WP_226737570.1 [Microvirga lenta]
GCF_020595095.1|WP_227383575.1 [Microvirga rosea]
GCF_020866965.1|WP_230530341.1 [Microvirga roseola]
GCF_022808595.1|WP_243370361.1 [Microvirga solisilvae]
GCF_900102135.1|WP_091138943.1 [Microvirga guangxiensis]
GCF_900104895.1|WP_083363169.1 [Microterricola viridarii]
GCF_900176425.1|WP_084016539.1 [Moheibacter sediminis]
GCF_900231835.1|WP_097928309.1 [Monaibacterium marinum]
GCF_900232905.1|WP_099203239.1 [Miniphocaeibacter massiliensis]
GCF_900289045.1|WP_105186884.1 [Micropruina glycogenica]
GCF_902373875.1|WP_005838790.1 [Mitsuokella multacida]
GCF_000487995.2|WP_023275958.1 [Mucispirillum schaedleri]
GCF_001911425.1|WP_074487815.1 [Mucilaginibacter polytrichastri]
GCF_001911425.1|WP_074490419.1 [Mucilaginibacter polytrichastri]
GCF_001911425.1|WP_074491142.1 [Mucilaginibacter polytrichastri]
GCF_001911425.1|WP_074492362.1 [Mucilaginibacter polytrichastri]
GCF_001911425.1|WP_074492599.1 [Mucilaginibacter polytrichastri]
GCF_002013915.1|WP_078349307.1 [Mucilaginibacter pedocola]
GCF_002013915.1|WP_262493365.1 [Mucilaginibacter pedocola]
GCF_002355435.1|WP_096353748.1 [Mucilaginibacter gotjawali]
GCF_002355435.1|WP_232010852.1 [Mucilaginibacter gotjawali]
GCF_002797815.1|WP_100342345.1 [Mucilaginibacter auburnensis]
GCF_002797815.1|WP_245856793.1 [Mucilaginibacter auburnensis]
GCF_003050755.1|WP_107827857.1 [Mucilaginibacter yixingensis]
GCF_003050755.1|WP_107827936.1 [Mucilaginibacter yixingensis]
GCF_003050755.1|WP_211309749.1 [Mucilaginibacter yixingensis]
GCF_003148845.1|WP_109608015.1 [Mucilaginibacter oryzae]
GCF_003351025.1|WP_208645456.1 [Mucilaginibacter endophyticus]
GCF_003432065.1|WP_117383705.1 [Mucilaginibacter terrenus]
GCF_003432065.1|WP_117384325.1 [Mucilaginibacter terrenus]
GCF_003432065.1|WP_117384968.1 [Mucilaginibacter terrenus]
GCF_003432115.1|WP_117392930.1 [Mucilaginibacter conchicola]
GCF_003432115.1|WP_117393941.1 [Mucilaginibacter conchicola]
GCF_003576455.2|WP_245446932.1 [Mucilaginibacter celer]
GCF_003675385.1|WP_121809418.1 [Mucilaginibacter kameinonensis]
GCF_003675385.1|WP_121810830.1 [Mucilaginibacter kameinonensis]
GCF_003675385.1|WP_121811526.1 [Mucilaginibacter kameinonensis]
GCF_003675385.1|WP_208644978.1 [Mucilaginibacter kameinonensis]
GCF_004005815.1|WP_127707499.1 [Mucilaginibacter limnophilus]
GCF_004054195.1|WP_128535377.1 [Mucilaginibacter gilvus]
GCF_004054195.1|WP_243837209.1 [Mucilaginibacter gilvus]
GCF_004168255.1|WP_129876168.1 [Mucilaginibacter terrigena]
GCF_004168255.1|WP_129878209.1 [Mucilaginibacter terrigena]
GCF_004378255.1|WP_134334963.1 [Mucilaginibacter phyllosphaerae]
