"","NUM_HOMOLOGS","NTS_MEAN","NTS_PRESENCE","NTS_PRES_%","NTS_ANDPRESENCE","NTS_ANDPRES_%","NTSlike_MEAN","NTSlike_PRESENCE","NTSlike_PRES_%","NTSlike_ANDPRESENCE","NTSlike_ANDPRES_%"
"CAX49705.1_713",891,0.00224466891133558,2,0.224466891133558,0,0,0.0695847362514029,53,5.94837261503928,0,0
"CAX49706.1_714",943,0.00212089077412513,2,0.212089077412513,0,0,0.0424178154825027,34,3.60551431601273,1,0.106044538706257
"CAX49707.1_715",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49708.1_716",2819,0.00248315005321036,6,0.212841433132316,0,0,0.101809152181625,217,7.69776516495211,14,0.496630010642072
"CAX49709.1_717",1658,0,0,0,0,0,0.0542822677925211,79,4.76477683956574,4,0.241254523522316
"CAX49710.1_718",1987,0.00352289884247609,6,0.301962757926522,1,0.0503271263210871,0.0588827377956719,95,4.78107700050327,5,0.251635631605435
"CAX49711.1_719",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49712.1_720",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49713.1_721",7,0,0,0,0,0,0,0,0,0,0
"CAX49714.1_722",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49715.1_723",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49716.1_724",188,0,0,0,0,0,0.0851063829787234,15,7.97872340425532,0,0
"CAX49717.1_725",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49718.1_726",4,0,0,0,0,0,0,0,0,0,0
"CAX49719.1_727",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49720.1_728",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49721.1_729",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49722.1_730",838,0.00596658711217184,3,0.35799522673031,0,0,0.0715990453460621,43,5.13126491646778,1,0.119331742243437
"CAX49723.1_731",78,0,0,0,0,0,0.0641025641025641,5,6.41025641025641,0,0
"CAX49724.1_732",3,0,0,0,0,0,0.333333333333333,1,33.3333333333333,0,0
"CAX49725.1_733",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49726.1_734",541,0.00739371534195933,4,0.739371534195933,0,0,0.11275415896488,51,9.42698706099815,4,0.739371534195933
"CAX49727.1_735",45,0,0,0,0,0,0.177777777777778,8,17.7777777777778,0,0
"CAX49728.1_736",2172,0.00322283609576427,6,0.276243093922652,1,0.0460405156537753,0.0566298342541436,104,4.78821362799263,4,0.184162062615101
"CAX49730.1_738",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49731.1_739",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49732.1_740",1,0,0,0,0,0,0,0,0,0,0
"CAX49733.1_741",179,0.00558659217877095,1,0.558659217877095,0,0,0.0614525139664804,9,5.02793296089385,0,0
"CAX49734.1_742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49735.1_743",634,0.00630914826498423,4,0.630914826498423,0,0,0.0772870662460568,39,6.15141955835962,2,0.315457413249211
"CAX49736.1_744",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49737.1_745",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49738.1_746",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49739.1_747",25,0,0,0,0,0,0.04,1,4,0,0
"CAX49740.1_748",908,0.00440528634361234,3,0.330396475770925,0,0,0.0605726872246696,40,4.40528634361234,4,0.440528634361234
"CAX49744.1_752",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49745.1_753",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49746.1_754",448,0,0,0,0,0,0.0558035714285714,23,5.13392857142857,0,0
"CAX49749.1_757",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49751.1_759",43,0,0,0,0,0,0.116279069767442,5,11.6279069767442,0,0
"CAX49752.1_760",18,0,0,0,0,0,0,0,0,0,0
"CAX49753.1_761",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49754.1_762",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49755.1_763",2,0,0,0,0,0,0,0,0,0,0
"CAX49756.1_764",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49757.1_765",48,0,0,0,0,0,0.0416666666666667,2,4.16666666666667,0,0
"CAX49758.1_766",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49759.1_767",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49760.1_768",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49761.1_769",1429,0.00349895031490553,4,0.279916025192442,0,0,0.0524842547235829,64,4.47865640307908,4,0.279916025192442
"CAX49762.1_770",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49763.1_771",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49764.1_772",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49765.1_773",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49766.1_774",54,0,0,0,0,0,0.037037037037037,2,3.7037037037037,0,0
"CAX49767.1_775",276,0,0,0,0,0,0.0615942028985507,12,4.34782608695652,1,0.36231884057971
"CAX49768.1_776",7,0,0,0,0,0,0,0,0,0,0
"CAX49769.1_777",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49770.1_778",15,0,0,0,0,0,0.0666666666666667,1,6.66666666666667,0,0
"CAX49771.1_779",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49772.1_780",1661,0.00421432871763998,5,0.301023479831427,0,0,0.0969295605057195,122,7.34497290788681,8,0.481637567730283
"CAX49773.1_781",1432,0.00139664804469274,2,0.139664804469274,0,0,0.164804469273743,187,13.0586592178771,23,1.60614525139665
"CAX49774.1_782",1,0,0,0,0,0,0,0,0,0,0
"CAX49775.1_783",1,0,0,0,0,0,0,0,0,0,0
"CAX49776.1_784",962,0.00623700623700624,6,0.623700623700624,0,0,0.0841995841995842,57,5.92515592515593,5,0.51975051975052
"CAX49777.1_785",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49778.1_786",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49779.1_787",871,0.0034443168771527,3,0.34443168771527,0,0,0.0895522388059701,64,7.34787600459242,1,0.114810562571757
"CAX49780.1_788",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49781.1_789",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49782.1_790",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49783.1_791",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49784.1_792",864,0.00578703703703704,3,0.347222222222222,1,0.115740740740741,0.0775462962962963,57,6.59722222222222,4,0.462962962962963
"CAX49785.1_793",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49786.1_794",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49787.1_795",1,0,0,0,0,0,0,0,0,0,0
"CAX49788.1_796",36,0,0,0,0,0,0,0,0,0,0
"CAX49789.1_797",4,0,0,0,0,0,0,0,0,0,0
"CAX49790.1_798",611,0.00654664484451719,1,0.16366612111293,1,0.16366612111293,0.0703764320785597,30,4.90998363338789,2,0.327332242225859
"CAX49791.1_799",2814,0.00106609808102345,3,0.106609808102345,0,0,0.0653873489694385,159,5.65031982942431,2,0.0710732054015636
"CAX49792.1_800",2706,0.00628233555062823,14,0.517368810051737,0,0,0.0698447893569845,148,5.46932742054693,11,0.40650406504065
"CAX49793.1_801",551,0.00907441016333938,4,0.725952813067151,0,0,0.0816696914700544,38,6.89655172413793,3,0.544464609800363
"CAX49794.1_802",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49795.1_803",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49796.1_804",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49797.1_805",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49800.1_808",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49802.1_810",27,0,0,0,0,0,0,0,0,0,0
"CAX49803.1_811",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49804.1_812",1,0,0,0,0,0,1,1,100,0,0
"CAX49805.1_813",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49806.1_814",2701,0.000370233246945576,1,0.0370233246945576,0,0,0.063680118474639,127,4.70196223620881,7,0.259163272861903
"CAX49807.1_815",2142,0.00373482726423903,6,0.280112044817927,0,0,0.0732959850606909,125,5.83566760037348,7,0.326797385620915
"CAX49808.1_816",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49809.1_817",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49810.1_818",73,0,0,0,0,0,0.136986301369863,9,12.3287671232877,1,1.36986301369863
"CAX49811.1_819",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49812.1_820",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49816.1_824",8,0,0,0,0,0,0,0,0,0,0
"CAX49817.1_825",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49818.1_826",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49819.1_827",10165,0.00186915887850467,14,0.137727496310871,2,0.0196753566158387,0.0875553369404821,732,7.20118052139695,35,0.344318740777177
"CAX49820.1_828",4,0,0,0,0,0,0,0,0,0,0
"CAX49821.1_829",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49822.1_830",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49823.1_831",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49824.1_832",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49825.1_833",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49826.1_834",5675,0.00334801762114537,15,0.26431718061674,0,0,0.0977973568281938,420,7.40088105726872,26,0.458149779735683
"CAX49827.1_835",88,0,0,0,0,0,0.0681818181818182,6,6.81818181818182,0,0
"CAX49828.1_836",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49829.1_837",17,0,0,0,0,0,0,0,0,0,0
"CAX49830.1_838",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49831.1_839",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49832.1_840",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49833.1_841",156,0.0128205128205128,2,1.28205128205128,0,0,0.102564102564103,11,7.05128205128205,2,1.28205128205128
"CAX49834.1_842",1366,0.00366032210834553,4,0.292825768667643,0,0,0.0775988286969253,91,6.66178623718887,3,0.219619326500732
"CAX49835.1_843",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49836.1_844",3,0,0,0,0,0,0,0,0,0,0
"CAX49837.1_845",3,0,0,0,0,0,0,0,0,0,0
"CAX49838.1_846",494,0.00809716599190283,4,0.809716599190283,0,0,0.0526315789473684,23,4.65587044534413,1,0.202429149797571
"CAX49839.1_847",1,0,0,0,0,0,0,0,0,0,0
"CAX49841.1_849",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49842.1_850",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49843.1_851",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49844.1_852",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49845.1_853",55,0,0,0,0,0,0.0727272727272727,3,5.45454545454545,0,0
"CAX49846.1_854",14,0,0,0,0,0,0.214285714285714,3,21.4285714285714,0,0
"CAX49847.1_855",4,0,0,0,0,0,0,0,0,0,0
"CAX49848.1_856",82,0,0,0,0,0,0.0975609756097561,6,7.31707317073171,1,1.21951219512195
"CAX49849.1_857",186,0,0,0,0,0,0.102150537634409,17,9.13978494623656,0,0
"CAX49850.1_858",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49851.1_859",52,0,0,0,0,0,0.0769230769230769,4,7.69230769230769,0,0
"CAX49852.1_860",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49853.1_861",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49857.1_865",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49859.1_867",197,0.0050761421319797,1,0.50761421319797,0,0,0.0761421319796954,12,6.09137055837564,1,0.50761421319797
"CAX49862.1_870",88,0,0,0,0,0,0.0227272727272727,2,2.27272727272727,0,0
"CAX49864.1_872",2,0,0,0,0,0,0,0,0,0,0
"CAX49867.1_875",11,0.0909090909090909,1,9.09090909090909,0,0,0.272727272727273,2,18.1818181818182,0,0
"CAX49868.1_876",579,0.00863557858376511,4,0.690846286701209,0,0,0.0898100172711572,35,6.04490500863558,1,0.172711571675302
"CAX49869.1_877",2,0,0,0,0,0,0,0,0,0,0
"CAX49870.1_878",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49871.1_879",25,0,0,0,0,0,0.04,1,4,0,0
"CAX49872.1_880",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49873.1_881",144,0,0,0,0,0,0.0763888888888889,9,6.25,1,0.694444444444444
"CAX49874.1_882",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49878.1_886",178,0.00561797752808989,1,0.561797752808989,0,0,0.0674157303370786,9,5.0561797752809,0,0
"CAX49879.1_887",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49880.1_888",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49881.1_889",1290,0.00542635658914729,6,0.465116279069767,0,0,0.0418604651162791,48,3.72093023255814,0,0
"CAX49882.1_890",1631,0.00490496627835684,7,0.429184549356223,0,0,0.0490496627835684,68,4.16922133660331,3,0.183936235438381
"CAX49883.1_891",2,0,0,0,0,0,0,0,0,0,0
"CAX49884.1_892",1765,0.00623229461756374,10,0.56657223796034,0,0,0.0594900849858357,88,4.98583569405099,1,0.056657223796034
"CAX49885.1_893",274,0.0072992700729927,2,0.72992700729927,0,0,0.0474452554744526,13,4.74452554744525,0,0
"CAX49886.1_894",1325,0.00150943396226415,2,0.150943396226415,0,0,0.0747169811320755,88,6.64150943396226,1,0.0754716981132075
"CAX49887.1_895",4,0,0,0,0,0,0,0,0,0,0
"CAX49890.1_898",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49891.1_899",5,0,0,0,0,0,0,0,0,0,0
"CAX49892.1_900",4739,0.00105507491031863,4,0.0844059928254906,0,0,0.060983329816417,242,5.10656256594218,6,0.126608989238236
"CAX49893.1_901",130,0,0,0,0,0,0.0384615384615385,5,3.84615384615385,0,0
"CAX49894.1_902",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49897.1_905",11,0,0,0,0,0,0.0909090909090909,1,9.09090909090909,0,0
"CAX49898.1_906",37,0,0,0,0,0,0.027027027027027,1,2.7027027027027,0,0
"CAX49899.1_907",1244,0.00160771704180064,2,0.160771704180064,0,0,0.0635048231511254,63,5.06430868167203,3,0.241157556270096
"CAX49900.1_908",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49901.1_909",34,0,0,0,0,0,0.0294117647058824,1,2.94117647058824,0,0
"CAX49902.1_910",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49903.1_911",164,0,0,0,0,0,0.0792682926829268,13,7.92682926829268,0,0
"CAX49904.1_912",18,0,0,0,0,0,0.111111111111111,2,11.1111111111111,0,0
"CAX49905.1_913",63,0,0,0,0,0,0.0634920634920635,3,4.76190476190476,1,1.58730158730159
"CAX49906.1_914",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49907.1_915",611,0.00981996726677578,5,0.818330605564648,0,0,0.0638297872340425,27,4.4189852700491,2,0.327332242225859
"CAX49908.1_916",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49909.1_917",325,0.0123076923076923,4,1.23076923076923,0,0,0.0584615384615385,16,4.92307692307692,0,0
"CAX49910.1_918",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49911.1_919",1,0,0,0,0,0,0,0,0,0,0
"CAX49912.1_920",18,0,0,0,0,0,0.166666666666667,3,16.6666666666667,0,0
"CAX49913.1_921",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49914.1_922",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49915.1_923",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49916.1_924",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49917.1_925",14,0,0,0,0,0,0,0,0,0,0
"CAX49920.1_928",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49921.1_929",1037,0.00289296046287367,3,0.289296046287367,0,0,0.0433944069431051,39,3.76084860173578,1,0.0964320154291225
"CAX49922.1_930",80,0,0,0,0,0,0.0375,3,3.75,0,0
"CAX49923.1_931",1948,0.00359342915811088,6,0.308008213552361,0,0,0.0590349075975359,94,4.82546201232033,4,0.205338809034908
"CAX49924.1_932",451,0,0,0,0,0,0.0532150776053215,22,4.8780487804878,1,0.221729490022173
"CAX49925.1_933",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49926.1_934",22,0,0,0,0,0,0.0909090909090909,2,9.09090909090909,0,0
"CAX49927.1_935",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49928.1_936",1,0,0,0,0,0,0,0,0,0,0
"CAX49929.1_937",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49930.1_938",1,0,0,0,0,0,0,0,0,0,0
"CAX49931.1_939",2748,0.00400291120815138,4,0.145560407569141,2,0.0727802037845706,0.0811499272197962,178,6.47743813682678,8,0.291120815138282
"CAX49932.1_940",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49934.1_942",274,0,0,0,0,0,0.109489051094891,26,9.48905109489051,0,0
"CAX49935.1_943",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49936.1_944",24,0,0,0,0,0,0.125,2,8.33333333333333,1,4.16666666666667
"CAX49937.1_945",21,0,0,0,0,0,0.0476190476190476,1,4.76190476190476,0,0
"CAX49938.1_946",2588,0.00425038639876352,9,0.347758887171561,0,0,0.0683925811437403,143,5.52550231839258,9,0.347758887171561
"CAX49939.1_947",1242,0.00241545893719807,3,0.241545893719807,0,0,0.0764895330112721,74,5.95813204508857,3,0.241545893719807
"CAX49940.1_948",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49941.1_949",1400,0.00142857142857143,2,0.142857142857143,0,0,0.0607142857142857,63,4.5,5,0.357142857142857
"CAX49942.1_950",482,0.0020746887966805,1,0.20746887966805,0,0,0.0705394190871369,30,6.22406639004149,2,0.4149377593361
"CAX49943.1_951",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49944.1_952",15,0,0,0,0,0,0,0,0,0,0
"CAX49945.1_953",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49946.1_954",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49947.1_955",97,0.0206185567010309,1,1.03092783505155,1,1.03092783505155,0.0824742268041237,6,6.18556701030928,1,1.03092783505155
"CAX49948.1_956",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49949.1_957",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49950.1_958",6606,0.00136239782016349,5,0.0756887677868604,1,0.0151377535573721,0.0610051468362095,343,5.19224947017863,13,0.196790796245837
"CAX49951.1_959",1551,0.0141843971631206,10,0.644745325596389,0,0,0.11605415860735,133,8.57511283043198,6,0.386847195357834
"CAX49952.1_960",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49953.1_961",627,0.00318979266347687,2,0.318979266347687,0,0,0.0398724082934609,23,3.66826156299841,1,0.159489633173844
"CAX49954.1_962",2772,0.00144300144300144,3,0.108225108225108,0,0,0.0764790764790765,160,5.77200577200577,11,0.396825396825397
"CAX49955.1_963",5,0,0,0,0,0,0.2,1,20,0,0
"CAX49956.1_964",115,0,0,0,0,0,0.0956521739130435,6,5.21739130434783,0,0
"CAX49957.1_965",2560,0.002734375,4,0.15625,2,0.078125,0.084375,153,5.9765625,12,0.46875
"CAX49958.1_966",4,0,0,0,0,0,0,0,0,0,0
"CAX49959.1_967",640,0.0015625,1,0.15625,0,0,0.059375,31,4.84375,2,0.3125
"CAX49960.1_968",1167,0.00171379605826907,2,0.171379605826907,0,0,0.0651242502142245,54,4.62724935732648,4,0.342759211653813
"CAX49961.1_969",34,0,0,0,0,0,0.147058823529412,3,8.82352941176471,0,0
"CAX49965.1_973",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49966.1_974",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49967.1_975",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49968.1_976",3,0,0,0,0,0,0,0,0,0,0
"CAX49969.1_977",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49970.1_978",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49971.1_979",951,0,0,0,0,0,0.0241850683491062,21,2.20820189274448,1,0.10515247108307
"CAX49972.1_980",9,0,0,0,0,0,0,0,0,0,0
"CAX49973.1_981",947,0,0,0,0,0,0.0242872228088701,21,2.21752903907075,0,0
"CAX49974.1_982",18,0,0,0,0,0,0,0,0,0,0
"CAX49975.1_983",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49976.1_984",8558,0.00233699462491236,14,0.163589623743865,2,0.0233699462491236,0.073732180415985,477,5.57373218041598,34,0.397289086235102
"CAX49977.1_985",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49978.1_986",1546,0.000646830530401035,1,0.0646830530401035,0,0,0.0426908150064683,56,3.6222509702458,2,0.129366106080207
"CAX49979.1_987",2291,0,0,0,0,0,0.0515058926233086,97,4.23395896988215,8,0.349192492361414
"CAX49980.1_988",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49981.1_989",4,0,0,0,0,0,0,0,0,0,0
"CAX49982.1_990",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49983.1_991",37,0,0,0,0,0,0.0540540540540541,2,5.40540540540541,0,0
"CAX49984.1_992",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49985.1_993",38,0,0,0,0,0,0,0,0,0,0
"CAX49986.1_994",4,0,0,0,0,0,0,0,0,0,0
"CAX49987.1_995",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49988.1_996",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49989.1_997",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49990.1_998",2,0,0,0,0,0,0,0,0,0,0
"CAX49993.1_1001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49994.1_1002",8,0,0,0,0,0,0,0,0,0,0
"CAX49995.1_1003",3,0,0,0,0,0,0,0,0,0,0
"CAX49996.1_1004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX49997.1_1005",9,0,0,0,0,0,0,0,0,0,0
"CAX49998.1_1006",16,0,0,0,0,0,0.0625,1,6.25,0,0
"CAX50001.1_1009",4,0,0,0,0,0,0.5,1,25,1,25
"CAX50002.1_1010",2318,0.00690250215703192,13,0.560828300258844,0,0,0.0776531492666091,145,6.25539257981018,5,0.215703192407248
"CAX50003.1_1011",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50004.1_1012",11,0,0,0,0,0,0,0,0,0,0
"CAX50005.1_1013",5,0,0,0,0,0,0.2,1,20,0,0
"CAX50006.1_1014",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50007.1_1015",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50008.1_1016",740,0,0,0,0,0,0.0662162162162162,43,5.81081081081081,3,0.405405405405405
"CAX50009.1_1017",10,0,0,0,0,0,0,0,0,0,0
"CAX50010.1_1018",1685,0.00712166172106825,11,0.652818991097923,0,0,0.0878338278931751,117,6.94362017804154,7,0.415430267062315
"CAX50011.1_1019",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50012.1_1020",1678,0.00774731823599523,12,0.715137067938021,0,0,0.066150178784267,93,5.54231227651967,5,0.297973778307509
"CAX50013.1_1021",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50014.1_1022",4574,0.00546567555749891,22,0.480979449059904,1,0.0218627022299956,0.0883253170091823,300,6.55881066899869,17,0.371665937909926
"CAX50015.1_1023",15,0,0,0,0,0,0,0,0,0,0
"CAX50016.1_1024",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50017.1_1025",664,0.00150602409638554,1,0.150602409638554,0,0,0.0662650602409639,35,5.2710843373494,2,0.301204819277108
"CAX50018.1_1026",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50019.1_1027",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50020.1_1028",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50021.1_1029",944,0.00105932203389831,1,0.105932203389831,0,0,0.0603813559322034,47,4.97881355932203,3,0.317796610169492
"CAX50022.1_1030",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50023.1_1031",575,0.00695652173913044,4,0.695652173913043,0,0,0.0678260869565217,33,5.73913043478261,2,0.347826086956522
"CAX50024.1_1032",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50025.1_1033",173,0,0,0,0,0,0.023121387283237,4,2.3121387283237,0,0
"CAX50026.1_1034",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50027.1_1035",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50028.1_1036",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50029.1_1037",1053,0.0056980056980057,5,0.474833808167141,0,0,0.0816714150047483,73,6.93257359924027,2,0.189933523266857
"CAX50030.1_1038",57,0,0,0,0,0,0,0,0,0,0
"CAX50031.1_1039",1,0,0,0,0,0,0,0,0,0,0
"CAX50032.1_1040",140,0,0,0,0,0,0,0,0,0,0
"CAX50033.1_1041",53,0,0,0,0,0,0.0566037735849057,3,5.66037735849057,0,0
"CAX50036.1_1044",615,0.0048780487804878,2,0.32520325203252,1,0.16260162601626,0.0634146341463415,33,5.36585365853659,2,0.32520325203252
"CAX50037.1_1045",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAX50038.1_1046",1166,0.00600343053173242,5,0.428816466552316,0,0,0.088336192109777,83,7.11835334476844,1,0.0857632933104631
"CAX50039.1_1047",44,0,0,0,0,0,0.0454545454545455,2,4.54545454545455,0,0
"CAX50040.1_1048",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
