GENOME,HOMOLOG
GCF_007990975.1_ASM799097v1,NO
GCF_007990995.1_ASM799099v1,NO
GCF_008014745.1_ASM801474v1,YES
GCF_008086115.1_ASM808611v1,NO
GCF_008124775.1_ASM812477v1,NO
GCF_008180155.1_ASM818015v1,NO
GCF_008691045.1_ASM869104v1,NO
GCF_009720745.1_ASM972074v1,NO
GCF_009831375.1_ASM983137v1,NO
GCF_009861485.1_ASM986148v1,NO
GCF_009882975.1_ASM988297v1,NO
GCF_011045125.1_ASM1104512v1,YES
GCF_011682045.1_ASM1168204v1,YES
GCF_011682065.1_ASM1168206v1,YES
GCF_011682145.1_ASM1168214v1,YES
GCF_011682175.1_ASM1168217v1,YES
GCF_012849555.1_ASM1284955v1,YES
GCF_012913625.1_ASM1291362v1,YES
GCF_012927275.1_ASM1292727v1,YES
GCF_013170725.1_ASM1317072v1,NO
GCF_013170785.1_ASM1317078v1,NO
GCF_013343715.1_ASM1334371v1,NO
GCF_013344475.1_ASM1334447v1,YES
GCF_014196625.1_ASM1419662v1,YES
GCF_014197445.1_ASM1419744v1,NO
GCF_014269395.1_ASM1426939v1,NO
GCF_014287475.1_ASM1428747v1,NO
GCF_014637725.1_ASM1463772v1,NO
GCF_014644415.1_ASM1464441v1,NO
GCF_014651475.1_ASM1465147v1,YES
GCF_014764305.1_ASM1476430v1,YES
GCF_014843835.1_ASM1484383v1,NO
GCF_015220045.1_ASM1522004v1,NO
GCF_015560805.1_ASM1556080v1,NO
GCF_015689335.1_ASM1568933v1,YES
GCF_016093545.1_ASM1609354v1,NO
GCF_016734805.1_ASM1673480v1,YES
GCF_017963645.1_ASM1796364v1,NO
GCF_019218265.1_ASM1921826v1,YES
GCF_019311235.1_ASM1931123v1,NO
GCF_019966535.1_ASM1996653v1,NO
GCF_019974115.1_ASM1997411v1,NO
GCF_020539505.1_ASM2053950v1,NO
GCF_020831365.1_ASM2083136v1,NO
GCF_021044825.1_ASM2104482v1,YES
GCF_021249385.1_ASM2124938v1,NO
GCF_021729145.1_ASM2172914v1,NO
GCF_021729155.1_ASM2172915v1,NO
GCF_023336985.1_ASM2333698v1,NO
GCF_023715205.1_ASM2371520v1,NO
GCF_024753145.1_ASM2475314v1,YES
GCF_024753205.1_ASM2475320v1,NO
GCF_024753215.1_ASM2475321v1,YES
GCF_024753245.1_ASM2475324v1,YES
GCF_024753255.1_ASM2475325v1,NO
GCF_024753285.1_ASM2475328v1,NO
GCF_024756255.1_ASM2475625v1,YES
GCF_025148285.1_ASM2514828v1,NO
GCF_025567065.1_ASM2556706v1,NO
GCF_027670965.1_ASM2767096v1,NO
GCF_029854295.1_ASM2985429v1,NO
GCF_030160235.1_ASM3016023v1,YES
GCF_030188845.1_ASM3018884v1,YES
GCF_030410045.1_ASM3041004v1,NO
GCF_030534335.1_ASM3053433v1,NO
GCF_030711405.1_ASM3071140v1,NO
GCF_900086705.1_PRJEB13934,NO
GCF_900095865.1_PRJEB15310,NO
GCF_900099905.1_IMG-taxon_2675903064_annotated_assembly,NO
GCF_900102685.1_IMG-taxon_2615840705_annotated_assembly,NO
GCF_900102905.1_IMG-taxon_2663762716_annotated_assembly,NO
GCF_900103535.1_IMG-taxon_2596583540_annotated_assembly,NO
GCF_900104615.1_PRJEB16353,NO
GCF_900109925.1_IMG-taxon_2651870116_annotated_assembly,NO
GCF_900112225.1_IMG-taxon_2667527446_annotated_assembly,YES
GCF_900114255.1_IMG-taxon_2616644812_annotated_assembly,YES
GCF_900128475.1_PRJEB18047,NO
GCF_900129875.1_IMG-taxon_2695421018_annotated_assembly,NO
GCF_900141885.1_IMG-taxon_2622736520_annotated_assembly,YES
GCF_900149755.1_BQ8482_STM4623,YES
GCF_900155395.1_PRJEB18752,NO
GCF_900155615.1_Massilimalia_massiliensis,NO
GCF_900167325.1_IMG-taxon_2518645616_annotated_assembly,NO
GCF_900177665.1_IMG-taxon_2595699006_annotated_assembly,YES
GCF_900178525.1_PRJEB20505,NO
GCF_900182565.1_IMG-taxon_2724679802_annotated_assembly,NO
GCF_900186585.1_PRJEB20854,NO
GCF_900187035.1_50279_G02,NO
GCF_900199455.1_ICMP_18942,YES
GCF_900199515.1_PRJEB21311,NO
GCF_900312975.1_PRJEB24953,NO
GCF_900660485.1_50648_E01-3,NO
GCF_902499555.1_CECT_9532,YES
GCF_928097925.1_Q5883,NO
GCF_935825525.1_MES5069_Assembly,YES
GCF_943193195.1_Mediterraneibacter_sp_nov_DSM111629,NO
GCF_000008325.1_ASM832v1,NO
GCF_000013705.1_ASM1370v1,NO
GCF_000015725.1_ASM1572v1,NO
GCF_000019665.1_ASM1966v1,NO
GCF_000019725.1_ASM1972v1,NO
GCF_000019945.1_ASM1994v1,YES
GCF_000021745.1_ASM2174v1,NO
GCF_000022085.1_ASM2208v1,NO
GCF_000083545.1_ASM8354v1,NO
GCF_000156355.1_ASM15635v1,YES
GCF_000176035.2_ASM17603v2,NO
GCF_000260965.1_ASM26096v1,YES
GCF_000260985.4_ASM26098v2,YES
GCF_000349205.1_MPLversion1,YES
GCF_000372845.1_ASM37284v1,YES
GCF_000372865.1_ASM37286v1,NO
GCF_000378225.1_ASM37822v1,NO
GCF_000383855.1_ASM38385v1,NO
GCF_000385335.1_ASM38533v1,YES
GCF_000421465.1_ASM42146v1,NO
GCF_000427385.1_ASM42738v1,YES
GCF_000427445.1_ASM42744v1,NO
GCF_000427625.1_ASM42762v1,NO
GCF_000496735.2_MKO1,YES
GCF_000527095.1_ASM52709v1,YES
GCF_000617925.1_ASM61792v1,NO
GCF_000709935.2_ASM70993v2,NO
GCF_000733855.1_ASM73385v1,YES
GCF_000733935.1_ASM73393v1,YES
GCF_000746085.1_ASM74608v1,NO
GCF_000757795.1_ASM75779v1,NO
GCF_000785705.2_ASM78570v2,NO
GCF_000828475.1_ASM82847v1,YES
GCF_000828855.1_ASM82885v1,NO
GCF_000935875.1_ASM93587v1,NO
GCF_000963695.1_Methcu1.0,YES
GCF_001043915.1_ASM104391v1,NO
GCF_001043955.1_ASM104395v1,NO
GCF_001043975.1_ASM104397v1,NO
GCF_001591625.1_ASM159162v1,NO
GCF_001644015.1_ASM164401v1,NO
GCF_001644045.1_ASM164404v1,NO
GCF_001653715.1_ASM165371v1,YES
GCF_001708935.1_Meth_hal_C2_1.0,YES
GCF_001720135.1_MpPK2_01,YES
GCF_001720165.1_MmBur1_1.0,YES
GCF_001723285.1_ASM172328v1,YES
GCF_001723295.1_ASM172329v1,YES
GCF_001723305.1_ASM172330v1,NO
GCF_001723355.1_ASM172335v1,YES
GCF_001936175.1_ASM193617v1,NO
GCF_002019635.1_ASM201963v1,NO
GCF_002072955.1_ASM207295v1,NO
GCF_002077135.1_ASM207713v1,YES
GCF_002117405.1_ASM211740v1,NO
GCF_002270415.1_ASM227041v1,NO
GCF_002284535.1_ASM228453v1,YES
GCF_002284575.1_ASM228457v1,NO
GCF_002529485.1_ASM252948v1,YES
GCF_003012705.1_ASM301270v1,YES
GCF_003049505.1_ASM304950v1,NO
GCF_003049645.1_ASM304964v1,NO
GCF_003057615.1_ASM305761v1,NO
GCF_003058325.1_ASM305832v1,NO
GCF_003173715.1_ASM317371v1,NO
GCF_003173735.1_ASM317373v1,NO
GCF_003173755.1_ASM317375v1,NO
GCF_003253435.1_ASM325343v1,NO
GCF_003269445.1_ASM326944v1,NO
GCF_003383595.3_ASM338359v3,NO
GCF_003402575.1_ASM340257v1,NO
GCF_003574465.1_ASM357446v1,NO
GCF_003584645.1_ASM358464v1,NO
GCF_003601975.1_ASM360197v1,NO
GCF_003688445.1_ASM368844v1,NO
GCF_003722355.1_ASM372235v1,NO
GCF_003863365.1_ASM386336v1,NO
GCF_003966895.1_ASM396689v1,NO
GCF_004004555.2_ASM400455v2,YES
GCF_004348265.1_ASM434826v1,NO
GCF_004745635.1_ASM474563v1,NO
GCF_004802635.2_ASM480263v2,NO
GCF_004919685.1_ASM491968v1,YES
GCF_006151805.1_ASM615180v1,NO
GCF_006363915.1_ASM636391v1,NO
GCF_006386545.1_ASM638654v1,NO
GCF_007475525.1_ASM747552v1,NO
GCF_007830515.1_ASM783051v1,NO
GCF_007992175.1_ASM799217v1,YES
GCF_007992195.1_ASM799219v1,NO
GCF_007992215.1_ASM799221v1,NO
GCF_007994985.1_ASM799498v1,NO
GCF_008632455.1_ASM863245v1,YES
GCF_008727715.1_ASM872771v1,NO
GCF_008806385.1_ASM880638v1,NO
GCF_009674805.1_ASM967480v1,NO
GCF_009685195.1_ASM968519v1,YES
GCF_009711125.1_ASM971112v1,NO
GCF_009720625.1_ASM972062v1,NO
GCF_009749525.1_ASM974952v1,YES
GCF_009828925.2_ASM982892v2,YES
GCF_011045115.1_ASM1104511v1,YES
GCF_011440275.1_ASM1144027v1,NO
GCF_012769535.1_ASM1276953v1,NO
GCF_013240295.1_ASM1324029v1,YES
GCF_013350005.1_ASM1335000v1,YES
GCF_013520985.1_ASM1352098v1,NO
GCF_014138435.1_ASM1413843v1,NO
GCF_014196345.1_ASM1419634v1,NO
GCF_014199935.1_ASM1419993v1,YES
GCF_014199985.1_ASM1419998v1,YES
GCF_014207355.1_ASM1420735v1,NO
GCF_014773385.1_ASM1477338v1,NO
GCF_014843905.1_ASM1484390v1,NO
GCF_014845115.1_ASM1484511v1,NO
GCF_015904235.1_ASM1590423v1,YES
GCF_016097405.1_ASM1609740v1,NO
GCF_016613385.1_ASM1661338v1,YES
GCF_016908395.1_ASM1690839v1,NO
GCF_016909075.1_ASM1690907v1,NO
GCF_017347565.1_ASM1734756v1,YES
GCF_017497975.1_ASM1749797v1,NO
GCF_018283675.1_ASM1828367v1,NO
GCF_018734325.1_ASM1873432v1,NO
GCF_019669905.1_ASM1966990v1,YES
GCF_019669985.1_ASM1966998v1,NO
GCF_019670005.1_ASM1967000v1,NO
GCF_019703875.1_ASM1970387v1,NO
GCF_019933155.2_ASM1993315v2,NO
GCF_020075705.1_ASM2007570v1,NO
GCF_020447175.2_ASM2044717v2,NO
GCF_020532675.1_ASM2053267v1,NO
GCF_020532705.1_ASM2053270v1,NO
GCF_020532725.1_ASM2053272v1,NO
GCF_021166585.1_ASM2116658v1,NO
GCF_022179065.1_ASM2217906v1,NO
GCF_022179085.1_ASM2217908v1,YES
GCF_022179105.1_ASM2217910v1,NO
GCF_022179125.1_ASM2217912v1,YES
GCF_022179185.1_ASM2217918v1,NO
GCF_022179225.1_ASM2217922v1,NO
GCF_022179245.1_ASM2217924v1,NO
GCF_022179285.1_ASM2217928v1,YES
GCF_022179305.1_ASM2217930v1,YES
GCF_022179325.1_ASM2217932v1,NO
GCF_022179345.1_ASM2217934v1,NO
GCF_022179385.1_ASM2217938v1,NO
GCF_022179445.1_ASM2217944v1,YES
GCF_022179525.1_ASM2217952v1,YES
GCF_022179585.1_ASM2217958v1,YES
GCF_022179645.1_ASM2217964v1,YES
GCF_022179685.1_ASM2217968v1,NO
GCF_022179725.1_ASM2217972v1,YES
GCF_022179745.1_ASM2217974v1,YES
GCF_022179765.1_ASM2217976v1,YES
GCF_022179785.1_ASM2217978v1,YES
GCF_022533465.1_ASM2253346v1,NO
GCF_023078335.1_ASM2307833v1,NO
GCF_023195885.1_ASM2319588v1,NO
GCF_024297005.1_ASM2429700v1,NO
GCF_024360925.2_ASM2436092v2,NO
GCF_024707545.1_ASM2470754v1,NO
GCF_024808875.1_ASM2480887v1,YES
GCF_025583945.1_ASM2558394v1,NO
GCF_027922205.1_ASM2792220v1,YES
GCF_027922305.1_ASM2792230v1,NO
GCF_027922325.1_ASM2792232v1,YES
GCF_027923385.1_ASM2792338v1,NO
GCF_027925385.1_ASM2792538v1,YES
GCF_028826155.1_ASM2882615v1,YES
GCF_030159795.1_ASM3015979v1,NO
GCF_030295865.1_ASM3029586v1,NO
GCF_030296755.1_ASM3029675v1,NO
GCF_900100975.1_IMG-taxon_2654588194_annotated_assembly,NO
GCF_900103325.1_IMG-taxon_2596583656_annotated_assembly,YES
GCF_900103445.1_IMG-taxon_2651870120_annotated_assembly,YES
GCF_900113485.1_IMG-taxon_2651870128_annotated_assembly,NO
GCF_900113845.1_IMG-taxon_2590828855_annotated_assembly,YES
GCF_900114205.1_IMG-taxon_2622736507_annotated_assembly,NO
GCF_900114285.1_IMG-taxon_2675903028_annotated_assembly,NO
GCF_900114375.1_IMG-taxon_2617270908_annotated_assembly,NO
GCF_900114535.1_IMG-taxon_2654588108_annotated_assembly,YES
GCF_900128525.1_BPUTEOMOX,NO
GCF_900156895.1_BQ8794_STM4891T,NO
GCF_900157305.1_MESINF_chromosome,YES
GCF_900187985.1_IMG-taxon_2657245330_annotated_assembly,NO
GCF_900241015.1_PRJEB21372_v2,NO
GCF_900476125.1_50861_F01,NO
GCF_900660435.1_50465_D02-3,NO
GCF_900660445.2_GCA_900660445,NO
GCF_900660715.1_57675_H02-3,NO
GCF_902141845.1_CECT_9862,NO
GCF_902141855.1_SW08-7,NO
GCF_902143375.2_4A_2,NO
GCF_902143385.2_3B_2,NO
GCF_902829255.1_Q2603,NO
GCF_903064715.1_ElbeA_EbA,NO
GCF_903166545.1_P9898,NO
GCF_904423815.1_G1764,NO
GCF_935822925.1_MES4922_Assembly,YES
GCF_000023705.1_ASM2370v1,NO
GCF_000023745.1_ASM2374v1,NO
GCF_000093025.1_ASM9302v1,YES
GCF_000178815.2_ASM17881v2,YES
GCF_000226315.1_ASM22631v1,YES
GCF_000372885.1_ASM37288v1,NO
GCF_000380565.1_ASM38056v1,NO
GCF_000384075.1_ASM38407v1,NO
GCF_000422385.1_ASM42238v1,NO
GCF_000422405.1_ASM42240v1,NO
GCF_000422745.1_ASM42274v1,NO
GCF_000455825.1_ASM45582v1,NO
GCF_000478565.1_ASM47856v1,NO
GCF_000527135.1_ASM52713v1,NO
GCF_000763375.1_ASM76337v1,NO
GCF_000802305.1_ASM80230v1,NO
GCF_000826185.2_Microbacterium_massiliensis_G3,NO
GCF_000934725.1_ASM93472v1,NO
GCF_000956465.1_ASM95646v1,NO
GCF_000956535.1_ASM95653v1,NO
GCF_000956575.1_ASM95657v1,NO
GCF_000968535.2_ASM96853v1,NO
GCF_001278365.1_ASM127836v1,NO
GCF_001552455.1_ASM155245v1,NO
GCF_001578075.1_ASM157807v1,NO
GCF_001584605.1_ASM158460v1,NO
GCF_001617625.1_ASM161762v1,NO
GCF_001619895.1_ASM161989v1,NO
GCF_001641755.2_ASM164175v2,YES
GCF_001662775.1_ASM166277v1,NO
GCF_001750105.1_ASM175010v1,NO
GCF_001887285.1_ASM188728v1,NO
GCF_001974985.1_ASM197498v1,NO
GCF_001975955.2_ASM197595v2,NO
GCF_001999945.1_ASM199994v1,NO
GCF_002009015.1_ASM200901v1,NO
GCF_002209385.1_ASM220938v1,NO
GCF_002563955.1_ASM256395v1,NO
GCF_002812805.1_ASM281280v1,NO
GCF_002872075.1_ASM287207v1,NO
GCF_002959965.1_ASM295996v1,NO
GCF_002970975.1_ASM297097v1,NO
GCF_003113265.1_ASM311326v1,YES
GCF_003254645.1_ASM325464v1,NO
GCF_003327285.1_ASM332728v1,NO
GCF_003367705.1_ASM336770v1,NO
GCF_003387575.1_ASM338757v1,YES
GCF_003569805.1_ASM356980v1,NO
GCF_003651225.1_ASM365122v1,YES
GCF_003991875.1_ASM399187v1,NO
GCF_003999995.1_ASM399999v1,NO
GCF_004135285.1_ASM413528v1,NO
GCF_004135935.1_ASM413593v1,YES
GCF_004216575.1_ASM421657v1,NO
GCF_004216855.1_ASM421685v1,NO
GCF_004563965.1_ASM456396v1,NO
GCF_004564075.1_ASM456407v1,NO
GCF_004564355.1_ASM456435v1,NO
GCF_004661485.1_ASM466148v1,NO
GCF_004854025.1_ASM485402v1,NO
GCF_005771435.1_ASM577143v1,YES
GCF_005864065.1_ASM586406v1,NO
GCF_005931095.1_ASM593109v1,NO
GCF_006175985.1_ASM617598v1,NO
GCF_006334915.2_ASM633491v2,NO
GCF_006539145.1_ASM653914v1,NO
GCF_006540085.1_ASM654008v1,NO
GCF_006716345.1_ASM671634v1,NO
GCF_006716815.1_ASM671681v1,NO
GCF_006783905.1_ASM678390v1,NO
GCF_006788875.1_ASM678887v1,NO
GCF_006874475.1_ASM687447v1,NO
GCF_007362775.1_ASM736277v1,NO
GCF_007988825.1_ASM798882v1,NO
GCF_007992455.1_ASM799245v1,NO
GCF_008017415.1_ASM801741v1,NO
GCF_008017445.1_ASM801744v1,NO
GCF_008710705.1_ASM871070v1,NO
GCF_008710745.1_ASM871074v1,NO
GCF_008727755.1_ASM872775v1,NO
GCF_008727775.1_ASM872777v1,NO
GCF_008728085.1_ASM872808v1,NO
GCF_008868005.1_ASM886800v1,NO
GCF_009371975.2_ASM937197v2,NO
GCF_009735645.1_ASM973564v1,NO
GCF_009931115.1_ASM993111v1,NO
GCF_011046975.1_ASM1104697v1,NO
GCF_011047135.1_ASM1104713v1,NO
GCF_011326725.1_ASM1132672v1,NO
GCF_011751745.2_ASM1175174v2,NO
GCF_011751765.2_ASM1175176v2,NO
GCF_011759705.1_ASM1175970v1,NO
GCF_011761265.1_ASM1176126v1,NO
GCF_012530535.1_ASM1253053v1,NO
GCF_013179805.1_ASM1317980v1,NO
GCF_013407955.1_ASM1340795v1,NO
GCF_013409745.1_ASM1340974v1,NO
GCF_013409785.1_ASM1340978v1,NO
GCF_013414345.1_ASM1341434v1,NO
GCF_014137855.1_ASM1413785v1,YES
GCF_014137945.1_ASM1413794v1,NO
GCF_014191725.1_ASM1419172v1,NO
GCF_014192415.1_ASM1419241v1,NO
GCF_014192515.1_ASM1419251v1,NO
GCF_014193425.1_ASM1419342v1,YES
GCF_014200395.1_ASM1420039v1,NO
GCF_014204835.1_ASM1420483v1,NO
GCF_014205075.1_ASM1420507v1,NO
GCF_014205115.1_ASM1420511v1,NO
GCF_014205175.1_ASM1420517v1,NO
GCF_014635185.1_ASM1463518v1,NO
GCF_014640975.1_ASM1464097v1,NO
GCF_014643695.1_ASM1464369v1,NO
GCF_014645855.1_ASM1464585v1,NO
GCF_014646015.1_ASM1464601v1,NO
GCF_014646195.1_ASM1464619v1,NO
GCF_014647835.1_ASM1464783v1,NO
GCF_014696875.1_ASM1469687v1,NO
GCF_014698335.1_ASM1469833v1,NO
GCF_014698375.1_ASM1469837v1,NO
GCF_014712745.1_ASM1471274v1,NO
GCF_014725695.1_ASM1472569v1,NO
GCF_014779795.1_ASM1477979v1,NO
GCF_014836535.1_ASM1483653v1,NO
GCF_014836945.1_ASM1483694v1,NO
GCF_014837165.1_ASM1483716v1,NO
GCF_014892245.1_ASM1489224v1,NO
GCF_014904735.1_ASM1490473v1,NO
GCF_014904815.1_ASM1490481v1,YES
GCF_015277815.1_ASM1527781v1,NO
GCF_015277855.1_ASM1527785v1,NO
GCF_015277875.1_ASM1527787v1,NO
GCF_015278225.1_ASM1527822v1,NO
GCF_015278255.1_ASM1527825v1,NO
GCF_015278315.1_ASM1527831v1,NO
GCF_015565955.1_ASM1556595v1,NO
GCF_015707995.1_ASM1570799v1,NO
GCF_016863015.1_ASM1686301v1,NO
GCF_016863035.1_ASM1686303v1,NO
GCF_016863095.1_ASM1686309v1,NO
GCF_016907315.1_ASM1690731v1,NO
GCF_016907535.1_ASM1690753v1,NO
GCF_017303155.1_ASM1730315v1,NO
GCF_017592545.1_ASM1759254v1,NO
GCF_017876495.1_ASM1787649v1,NO
GCF_017896165.1_ASM1789616v1,NO
GCF_018588945.1_ASM1858894v1,NO
GCF_019511665.1_ASM1951166v1,NO
GCF_019753765.1_ASM1975376v1,NO
GCF_019890915.1_ASM1989091v1,NO
GCF_020097155.1_ASM2009715v1,NO
GCF_020523625.1_ASM2052362v1,NO
GCF_020531915.1_ASM2053191v1,NO
GCF_020682665.1_ASM2068266v1,NO
GCF_020682705.1_ASM2068270v1,NO
GCF_020991125.1_ASM2099112v1,NO
GCF_021165935.1_ASM2116593v1,NO
GCF_021172025.1_ASM2117202v1,NO
GCF_021398715.1_ASM2139871v1,NO
GCF_021582895.2_ASM2158289v2,NO
GCF_021608135.1_ASM2160813v1,NO
GCF_021729035.1_ASM2172903v1,NO
GCF_021729055.1_ASM2172905v1,NO
GCF_021729075.1_ASM2172907v1,YES
GCF_023155715.1_ASM2315571v1,NO
GCF_023155745.1_ASM2315574v1,NO
GCF_023155855.1_ASM2315585v1,NO
GCF_023573625.1_ASM2357362v1,NO
GCF_023895975.1_ASM2389597v1,NO
GCF_024055635.1_ASM2405563v1,NO
GCF_024362265.1_ASM2436226v1,NO
GCF_024809135.1_ASM2480913v1,NO
GCF_024971095.1_ASM2497109v1,NO
GCF_025515205.1_ASM2551520v1,NO
GCF_025758395.1_ASM2575839v1,NO
GCF_026183675.1_ASM2618367v1,YES
GCF_027921765.1_ASM2792176v1,NO
GCF_027921865.1_ASM2792186v1,NO
GCF_027921925.1_ASM2792192v1,NO
GCF_027921945.1_ASM2792194v1,NO
GCF_027921965.1_ASM2792196v1,NO
GCF_027922045.1_ASM2792204v1,YES
GCF_027922065.1_ASM2792206v1,NO
GCF_028751685.1_ASM2875168v1,YES
GCF_030011835.1_ASM3001183v1,NO
GCF_030268005.1_ASM3026800v1,NO
GCF_030296555.1_ASM3029655v1,NO
GCF_030418415.1_ASM3041841v1,NO
GCF_900096885.1_IMG-taxon_2616644834_annotated_assembly,NO
GCF_900100355.1_IMG-taxon_2667528184_annotated_assembly,YES
GCF_900100885.1_IMG-taxon_2634166516_annotated_assembly,NO
GCF_900105335.1_IMG-taxon_2634166897_annotated_assembly,NO
GCF_900105715.1_IMG-taxon_2630968996_annotated_assembly,NO
GCF_900107725.1_IMG-taxon_2667527380_annotated_assembly,NO
GCF_900110855.1_IMG-taxon_2675903052_annotated_assembly,YES
GCF_900114965.1_IMG-taxon_2639762580_annotated_assembly,NO
GCF_900116905.1_IMG-taxon_2617270780_annotated_assembly,NO
GCF_900129095.1_IMG-taxon_2619618825_annotated_assembly,NO
GCF_900163825.1_ASM90016382v1,NO
GCF_900292075.1_PRJEB24954,NO
GCF_000145235.1_ASM14523v1,NO
GCF_000146895.1_ASM14689v1,NO
GCF_000169175.1_ASM16917v1,YES
GCF_000185445.1_ASM18544v1,NO
GCF_000196535.1_ASM19653v1,NO
GCF_000204155.1_ASM20415v1,NO
GCF_000262405.1_ASM26240v1,YES
GCF_000270245.1_ASM27024v1,NO
GCF_000297395.2_ASM29739v2,NO
GCF_000518665.1_ASM51866v1,NO
GCF_000525775.1_MtimATCC33093v1.0,NO
GCF_000718515.1_ASM71851v1,NO
GCF_000761485.1_ASM76148v1,NO
GCF_000826525.2_Mobilicoccus_massiliensis_SIT2,NO
GCF_000876225.1_ASM87622v1,NO
GCF_001006805.1_Microvirga_massiliensis_JC119,YES
GCF_001017175.1_ASM101717v1,YES
GCF_001528665.1_ASM152866v1,NO
GCF_001552615.1_ASM155261v1,NO
GCF_001567585.1_ASM156758v1,NO
GCF_001570365.1_ASM157036v1,NO
GCF_001570405.1_ASM157040v1,NO
GENOME,HOMOLOG
GCF_001598255.1_ASM159825v1,NO
GCF_001927285.1_ASM192728v1,YES
GCF_002210435.1_ASM221043v1,NO
GCF_002243385.1_ASM224338v1,NO
GCF_002741015.1_ASM274101v1,YES
GCF_002798435.1_ASM279843v1,YES
GCF_002895925.1_ASM289592v1,NO
GCF_002936985.1_ASM293698v1,YES
GCF_002953195.1_ASM295319v1,NO
GCF_002998925.1_ASM299892v1,NO
GCF_003003005.1_ASM300300v1,YES
GCF_003051865.1_ASM305186v1,NO
GCF_003172955.1_ASM317295v1,NO
GCF_003176735.1_ASM317673v1,NO
GCF_003205615.1_ASM320561v1,NO
GCF_003236315.1_ASM323631v1,NO
GCF_003236335.1_ASM323633v1,NO
GCF_003264475.1_ASM326447v1,NO
GCF_003290125.1_ASM329012v1,YES
GCF_003332305.1_ASM333230v1,YES
GCF_003347665.1_ASM334766v1,YES
GCF_003350535.1_ASM335053v1,YES
GCF_003581605.1_ASM358160v1,NO
GCF_003583405.1_CHULA_Jazt_1.1_for_version_1.1_of_the_Jishengella_sp._nov._AZ1-13_genome_from_a_lab_in_CHULA,NO
GCF_003610785.1_ASM361078v1,NO
GCF_003612775.1_ASM361277v1,NO
GCF_003626545.1_ASM362654v1,NO
GCF_003626655.1_ASM362665v1,NO
GCF_003633685.1_ASM363368v1,NO
GCF_003725545.1_ASM372554v1,NO
GCF_003752155.1_ASM375215v1,NO
GCF_003857035.1_ASM385703v1,NO
GCF_003857055.1_ASM385705v1,NO
GCF_004217135.1_ASM421713v1,NO
GCF_004217495.1_ASM421749v1,NO
GCF_004217615.1_ASM421761v1,NO
GCF_004331455.1_ASM433145v1,NO
GCF_004458765.1_ASM445876v1,NO
GCF_005930475.1_ASM593047v1,NO
GCF_005930495.1_ASM593049v1,NO
GCF_006228125.1_ASM622812v1,NO
GCF_006351005.1_ASM635100v1,NO
GCF_006517625.1_ASM651762v1,NO
GCF_007681265.1_ASM768126v1,NO
GCF_007829925.1_ASM782992v1,NO
GCF_007829995.1_ASM782999v1,NO
GCF_007830095.1_ASM783009v1,NO
GCF_007830265.1_ASM783026v1,NO
GCF_007993755.1_ASM799375v1,NO
GCF_007994135.1_ASM799413v1,NO
GCF_007994185.1_ASM799418v1,NO
GCF_008757455.1_ASM875745v1,YES
GCF_009296175.1_ASM929617v1,YES
GCF_009299835.1_ASM929983v1,YES
GCF_009363855.1_ASM936385v1,YES
GCF_009671205.1_ASM967120v1,NO
GCF_009830105.1_ASM983010v1,NO
GCF_009908295.1_ASM990829v1,NO
GCF_009910725.1_ASM991072v1,YES
GCF_009914055.1_ASM991405v1,NO
GCF_010682105.1_ASM1068210v1,NO
GCF_011777495.1_ASM1177749v1,NO
GCF_011927785.1_ASM1192778v1,NO
GCF_012034245.1_ASM1203424v1,NO
GCF_013307435.2_ASM1330743v2,NO
GCF_013389765.1_ASM1338976v1,NO
GCF_013410645.1_ASM1341064v1,NO
GCF_013520865.1_ASM1352086v1,NO
GCF_014042165.1_ASM1404216v1,NO
GCF_014191055.1_ASM1419105v1,YES
GCF_014195485.1_ASM1419548v1,NO
GCF_014203835.1_ASM1420383v1,NO
GCF_014645755.1_ASM1464575v1,NO
GCF_014646235.1_ASM1464623v1,NO
GCF_014646315.1_ASM1464631v1,NO
GCF_014648395.1_ASM1464839v1,NO
GCF_014764405.1_ASM1476440v1,NO
GCF_014946725.1_ASM1494672v1,NO
GCF_015694425.1_ASM1569442v1,YES
GCF_015694465.1_ASM1569446v1,YES
GCF_015751765.1_ASM1575176v1,NO
GCF_015751785.1_ASM1575178v1,NO
GCF_015999265.1_ASM1599926v1,NO
GCF_016427565.1_ASM1642756v1,YES
GCF_016458825.1_ASM1645882v1,NO
GCF_016598485.1_ASM1659848v1,NO
GCF_016734765.1_ASM1673476v1,YES
GCF_016735695.1_ASM1673569v1,YES
GCF_016743775.1_ASM1674377v1,NO
GCF_016774385.1_ASM1677438v1,NO
GCF_016811235.1_ASM1681123v1,NO
GCF_016863495.1_ASM1686349v1,NO
GCF_016863515.1_ASM1686351v1,NO
GCF_016863535.1_ASM1686353v1,NO
GCF_016863555.1_ASM1686355v1,NO
GCF_016863575.1_ASM1686357v1,NO
GCF_016892705.1_ASM1689270v1,YES
GCF_016892765.1_ASM1689276v1,YES
GCF_016900955.1_ASM1690095v1,NO
GCF_016901255.1_ASM1690125v1,NO
GCF_016907275.1_ASM1690727v1,NO
GCF_017599305.1_ASM1759930v1,NO
GCF_017921815.1_ASM1792181v1,NO
GCF_018141525.1_ASM1814152v1,NO
GCF_018141545.1_ASM1814154v1,NO
GCF_019697375.1_Llam7,NO
GCF_019799965.1_ASM1979996v1,NO
GCF_020089865.1_ASM2008986v1,YES
GCF_020147965.1_ASM2014796v1,NO
